ID canónico,Título,Organización,Tipo,Región,País,Fecha límite,Enlace,Afinidad,Prioridad,Fuente,Referencia,Fecha publicación,Resumen,Puntaje,Motivos,Estado revisión,Detectada,Comentario revisión,Revisado por,Fecha revisión
af52d429115c6225e563,ATN-RF-19946-RG CGYC FONTAGRO,FONTAGRO,Ambos,América Latina y Caribe,Regional/Global,A verificar,https://old.fontagro.org/new/uploads/productos/19946-Producto_1-41.pdf,Alineación general con Grupo CEO,Media,"Tavily – Bioeconomía, CTI e innovación",,A verificar,"de tareas acordes. Adicionalmente, la STA capacita en aspectos a los temas anteriores, cuando es necesario. Actualmente, FONTAGRO se encuentra en un proceso de transición de su modelo de gestión operativa, que requiere de un proceso de seguimiento más continuo, eficiente y eficaz. Para ello, la STA desea contratar temporalmente un consultor que apoye en tareas diversas relacionadas. Objetivo de la consultoría El objetivo de la contratación es elaborar un documento consensuado y desarrollado en conjunto con el Consejo Directivo que sirva de insumo para el desarrollo de una propuesta de modernización de FONTAGRO como catalizador de conocimientos que promueve redes y ecosistemas de innovación y el desarrollo en el ámbito de I+D+i agroalimentario de la región de América Latina y el Caribe. [...] propias de las organizaciones implementadoras. Así por cada dólar de contribución de FONTAGRO, se movilizan más de 4 dólares. El resultado es que FONTAGRO durante su vida ha movilizado $ 150 millones en apoyo al desarrollo tecnológico y la innovación dentro del sector agropecuario, facilitando más que 200 proyectos en la región. • La agenda de FONTAGRO es pertinente, pero presta poca atención a",60,Perfil sugerido: Grupo CEO; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Sin coincidencia clara con las líneas de servicio de Grupo CEO; Alineación estratégica baja con la oferta de Grupo CEO,Pendiente,2026-08-29 22:42,,,
519cb6c6390d03b8c182,Jobs in Agriculture & Rural Development sector,A verificar,Ambos,América Latina y Caribe,Regional/Global,2026-08-31,https://www.developmentaid.org/amp/jobs-in-agriculture-rural-development,Políticas y estrategia institucional,Media,Tavily – Cooperación bilateral y Unión Europea,,A verificar,"We have 193 job opportunities in Agriculture & Rural Development, Deadline: Aug 31, 2026. Latin America and the Caribbean. Deadline: Aug 31, 2026",61,Perfil sugerido: Grupo CEO; Señal contractual débil; Plazo de postulación muy corto; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Alineación concentrada en: Políticas y estrategia institucional; No se identifica con claridad un producto de consultoría; Alineación estratégica baja con la oferta de Grupo CEO,Pendiente,2026-08-29 22:42,,,
c4d9dcc9ce7a69fca504,Jobs in Agriculture & Rural Development sector,A verificar,Ambos,América Latina y Caribe,Regional/Global,2026-10-14,https://www.developmentaid.org/jobs/search?showAdvancedFilters=1&sort=highlighted.desc%2CpostedDate.desc&pageSize=100&sectors=100,Políticas y estrategia institucional,Media,Tavily – Cooperación bilateral y Unión Europea,,A verificar,"Your leading source for jobs, projects, career advice, and insights in the development sector. 7 years Deadline:Oct 14, 2026 :Latin America and the Caribbean.",61,Perfil sugerido: Grupo CEO; Señal contractual débil; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Alineación concentrada en: Políticas y estrategia institucional; No se identifica con claridad un producto de consultoría; Alineación estratégica baja con la oferta de Grupo CEO,Pendiente,2026-08-29 22:42,,,
95e33ea47bb1e2a5dffc,$48k-$69k Agriculture Latin America Development Jobs,A verificar,Ambos,México,México,A verificar,https://www.ziprecruiter.com/Jobs/Agriculture-Latin-America-Development,Alineación general con Grupo CEO,Baja,Tavily – Cooperación bilateral y Unión Europea,,A verificar,"Melville, NY · On-site S., Mexico, and Latin America. The individual will act as a technical expert, trainer and multi ... development Go-To-Market & Product Positioning Support Partner with product marketing to ... Camag Scientific Inc ## Customer Service Representative & Latin American Area Manager Wilmington, NC · On-site Act as CAMAG CSI's Area Manager for Latin America and build strong relationships with distributors and customers throughout Latin America. Monitor distributor performance, market development ... New Quick apply Camag Scientific Inc ## Customer Service Representative & Latin American Area Manager Wilmington, NC · On-site [...] Log In Search for job title or keyword Search 1 Jobs Log In Jobs Log In Remote Date posted Experience level Distance Employment types # Agriculture Latin America Development Jobs (NOW HIRING) Nikon Inc ## Assistant Manager; Product Marketing- US, Mexico & Latin America Melville, NY · On-site S., Mexico, and Latin America. The individual will act as a technical expert, trainer and multi ... development Go-To-Market & Product Positioning Support Partner with product marketing to ... Quick apply Niko",47,Perfil sugerido: Grupo CEO; Señal contractual débil; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Sin coincidencia clara con las líneas de servicio de Grupo CEO; No se identifica con claridad un producto de consultoría; Alineación estratégica baja con la oferta de Grupo CEO,Pendiente,2026-08-29 22:42,,,
44e54ff0fbf842235e16,"Skills: ""food systems""",A verificar,Ambos,América Latina y Caribe,Regional/Global,A verificar,https://unjobs.org/skills/food-systems,Políticas y estrategia institucional,Baja,Tavily – Consultorías individuales,,A verificar,"ECLAC - Economic Commission for Latin America and the Caribbean Updated: about 15 hours ago. Closing date: Wednesday, 2 September 2026. Consultant on Carbon",50,Perfil sugerido: Grupo CEO; Señal contractual débil; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Alineación concentrada en: Políticas y estrategia institucional; No se identifica con claridad un producto de consultoría; Alineación estratégica baja con la oferta de Grupo CEO,Pendiente,2026-08-29 22:42,,,
dd215b87efe1f08ac66a,Career site for WFP - The World Food Programme - Impactpool,A verificar,Ambos,A verificar,A verificar,A verificar,https://wfp.impactpool.org/vacancies/1213750,Políticas y estrategia institucional,Baja,Tavily – Consultorías individuales,,A verificar,"Closing Date: May 31, 2026 Location: DEADLINE FOR APPLICATIONS 31 mayo 2026-23:59-GMT-04:00. Value Chain & Food Systems Consultant … on food systems,",40,Perfil sugerido: Grupo CEO; Señal contractual débil; País o alcance geográfico sin confirmar; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; No se identifica con claridad un producto de consultoría,Pendiente,2026-08-29 22:42,,,
54c9191d2b603ea47b73,Request For Proposals - Sustainable Agriculture & Food Systems Funders,A verificar,Firma,Global,A verificar,A verificar,https://www.agandfoodfunders.org/request-for-proposals,Políticas y estrategia institucional,Media,"Tavily – Fondos, fundaciones e inversión de impacto",RFP process,A verificar,"## Submit a Session Proposal The window for submitting proposals closed Sunday, November 23. Key Dates RFP Opens – October 1, 2025 Open House – October 23, 2025 RFP Closes – November 23, 2025 Notifications: January 12, 2026 Early Bird Registration Opens: March 2, 2026 Open House Information Session SAFSF will be hosting an open house on Thursday, October 23 at 12PM PT to answer questions about the RFP process. Please note we will not be able to provide feedback on individual session proposals at this time. This session will be recorded for those unable to attend live. Planning Ahead [...] To learn more about the RFP process, visit our FAQ page. ## Session Formats We are seeking proposals for the following session types: Panels or Workshops (15 sessions, 75 minutes each) – Limited to 6 speakers, including a moderator + Panels and workshops can include panel discussions and interactive learning, focusing on actionable strategies that engage funders in systems change. We recommend no more than 6 speakers (including a moderator) to ensure a balance of perspectives and adequate time for all speakers. [...] ## Request for Proposals for 2026 SAFSF Forum We are seeking p",69,Perfil sugerido: Grupo CEO; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Alineación concentrada en: Políticas y estrategia institucional,Pendiente,2026-08-29 22:42,,,
4f1c450940879eb05afc,Contrato por obra determinada-Sede C,IICA,Ambos,América Latina y Caribe,Regional/Global,A verificar,https://iica.int/wp-content/uploads/2025/04/FONTAGRO-TDR-Competitivo_4703-1.pdf,Alineación general con Grupo CEO,Media,Tavily – Cooperación científica y bienes públicos regionales,,A verificar,"INSTITUTO INTERAMERICANO DE COOPERACIÓN PARA LA AGRICULTURA 1 TÉRMINOS DE REFERENCIA Consultoría para brindar apoyo a la STA de FONTAGRO en la gestión técnica de operaciones, la Gestión de Conocimiento y Comunicación (GCyC) y otras actividades de la programación anual de FONTAGRO Tipo: Internacional Fecha de inicio: 1 de mayo de 2025 Fecha de término: 31 de diciembre de 2025 Fuente de financiamiento: Recursos de FONTAGRO 1. Antecedentes y justificación FONTAGRO (Fondo Regional de Tecnología Agropecuaria) es una alianza de 15 países cuyo objetivo es establecer un mecanismo sostenible para el desarrollo de tecnología e innovación en el sector agroalimentario de América Latina y el Caribe, e instituir un foro para la discusión de temas prioritarios de innovación tecnológica. El Plan de [...] de temas prioritarios de innovación tecnológica. El Plan de Mediano Plazo (PMP) 2020-2025 estableció la filosofía corporativa de FONTAGRO, destacando como su visión la de “transformar los sistemas agroalimentarios a través del conocimiento para que sean más inclusivos y sostenibles con el medio ambiente y la sociedad”, y como su misión la de “liderar la articulación, la cooperación y el diálogo re",61,Perfil sugerido: Grupo CEO; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Sin coincidencia clara con las líneas de servicio de Grupo CEO; Alineación estratégica baja con la oferta de Grupo CEO,Pendiente,2026-08-29 22:42,,,
000033ea30c824840078,Estado de la Innovación en el Sector Agroalimentario ...,CGIAR,Ambos,Centroamérica – Nicaragua,Nicaragua,A verificar,https://cgspace.cgiar.org/server/api/core/bitstreams/55f436e7-d50f-437a-ae67-edd5d807c6b0/content,Diseño y gestión de proyectos,Media,Tavily – Cooperación científica y bienes públicos regionales,,A verificar,"8 O. Menocal, Comunicación personal, Managua, Mayo 2006. 9 F. Alemán, Comunicación personal, Managua, Mayo, 2006. 13 convenios de colaboración o alianzas, se transfiere tecnología y se capacita a extensionistas de otros organismos y proyectos. En las temáticas de la capacitación y facilitación de tecnología se involucran también el Instituto Nicaragüense de Aprendizaje y Transferencia de Tecnología (INATEC), el Instituto Nicaragüense de Tecnología Agropecuaria (INTA), el Instituto Interamericano de Cooperación para la Agricultura (IICA) y empresas privadas que brindan servicios de consultoría y asistencia técnica. Dadas las limitaciones financieras y las debilidades de la red de oferentes, en muchos subsectores del sistema de innovación agropecuaria la fase de extensión oficial es más [...] del sistema de innovación agropecuaria en el país. Se enfatiza en la comprensión de los arreglos de colaboración y alianzas para la innovación entre el sector público, dedicado a la investigación y difusión de conocimiento, y las entidades productivas del sector privado, incluyendo asociaciones, gremios y grupos de campesinos. Esto bajo el supuesto de que las alianzas son mecanismos que permiten",74,Perfil sugerido: Grupo CEO; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada,Pendiente,2026-08-29 22:42,,,
680a10966e3c3fd50f6c,Consultoria Diseño de hoja de ruta – Estrategia Bioeconomia – IICA 2024,IICA,Ambos,A verificar,A verificar,A verificar,https://iica.int/es/banners/consultoria-diseno-de-hoja-de-ruta-estrategia-bioeconomia,Políticas y estrategia institucional,Baja,Tavily – Políticas y estrategia agroalimentaria,,A verificar,"Skip to content · Instituto Interamericano de Cooperación para la Agricultura · Consultoria Diseño de hoja de ruta – Estrategia Bioeconomia · 2 September, 2022 · September 2, 2022 · Tiempo de lectura: 3 mins · Compartir · Noticias relacionadas · Más noticias",56,Perfil sugerido: Grupo CEO; País o alcance geográfico sin confirmar; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada,Pendiente,2026-08-31 19:52,,,
2df18cb88ee77a3484cb,Scientific advisors - SABio,A verificar,Ambos,América Latina y Caribe,Regional/Global,A verificar,https://sabio-project.org/home/team/external-scientific-committee,"Bioeconomía, CTI e innovación",Baja,"Tavily – Bioeconomía, CTI e innovación",,A verificar,She has also written consultant reports on the bioeconomy applied to Latin America and the Caribbean countries for the Food and Agriculture Organization,50,"Perfil sugerido: Grupo CEO; Señal contractual débil; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; Alineación concentrada en: Bioeconomía, CTI e innovación; No se identifica con claridad un producto de consultoría; Alineación estratégica baja con la oferta de Grupo CEO",Pendiente,2026-08-31 19:52,,,
edbe9ae3be93042ff354,Climate Technology Transfer Mechanisms and Networks,FONTAGRO,Ambos,Caribe – República Dominicana,República Dominicana,A verificar,https://fontagro.org/en/biblioteca/climate-technology-transfer-mechanisms-and-networks,"Bioeconomía, CTI e innovación",Baja,"Tavily – Bioeconomía, CTI e innovación",,A verificar,"### Adaptation of agriculture to climate change in LAC ##### A proposal of technological, organizational and institutional innovations to promote the adaptation of family farming to climate change and the mitigation of greenhouse gas emissions. OverviewsView blog ### Rice cropping system: Less vulnerable and more adapted to climate change ##### Rice cultivation in LAC requires technological innovations, especially in family farming, in order to increase productivity, improve resource utilization and reduce the impact of climate change. ATN/CX-14837-RG – Contrac #79. Costa Rica – Colombia – Dominican Republic View project ### Technological innovation platforms for smallholding farming [...] ##### The project was aimed to support, at the local level, the methodological strengthening of innovation networks for the development of a sustainable agriculture, adapted to climate change and with less GHG emissions. ATN/CX-14837-RG – Contract #80. Colombia – Honduras View project ### Integrated strategies for climate change adaptation in livestock family farming ##### Integrated strategies for Climate change adaptation in livestock production systems based on grassland manag",54,Perfil sugerido: Grupo CEO; Señal contractual débil; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; No se identifica con claridad un producto de consultoría,Pendiente,2026-08-31 19:52,,,
60c2f28f007a22bf1f5d,"Skills: ""food systems sustainability""",A verificar,Ambos,América Latina y Caribe,Regional/Global,A verificar,https://unjobs.org/skills/food-systems-sustainability,Políticas y estrategia institucional,Baja,Tavily – Consultorías individuales,,A verificar,"ECLAC - Economic Commission for Latin America and the Caribbean Updated: about 15 hours ago. Closing date: Wednesday, 2 September 2026. Consultant on Carbon",53,Perfil sugerido: Grupo CEO; Señal contractual débil; Fecha límite no verificada; Fuente exploratoria: requiere revisión humana; Referencia oficial no identificada; No se identifica con claridad un producto de consultoría,Pendiente,2026-08-31 19:52,,,
